nom_entreprise;adresse;ville;telephone;telephone_type;site_web;nom_dirigeant;confiance_dirigeant;taille_estimee;horaires_ouverture;creneaux_non_couverts;plainte_telephonique;citation_plainte_telephone;score;categorie_priorite;raison_commerciale;grappe;secteur
Magny Sun;7 Rue des Campanules, 77700 Magny-le-Hongre, France;Lagny-sur-Marne 77400;;;https://www.planity.com/magny-sun-77700-magny-le-hongre;Eve Jiaming Sun (yao);officielle;petite PME (probable);lundi: 10:00 – 19:00 | mardi: Fermé | mercredi: 10:00 – 19:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 19:00 | samedi: 10:00 – 14:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte réputation locale et flux de réservations/demandes de conseils ; Qalm AI optimiserait la gestion 24/7 des appels de prise de rendez-vous et qualification des prestations (UV, soins, massages) pour libérer Alexandra et son équipe. | Prise de RDV / Réservations (standard surchargé en rush/service) | Décideur identifié (Eve Jiaming Sun (yao)) | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Alexandre | Drainage lymphatique Type Renata & massage | Lognes;29 Rue de la Maison Rouge, 77185 Lognes, France;Lagny-sur-Marne 77400;07 67 51 46 28;mobile;https://az-osteo.fr/drainage-lymphatique/;Alexandre;haute (certifiée avis);TPE (probable);lundi: 09:00 – 21:30 | mardi: 09:00 – 21:30 | mercredi: 09:00 – 21:30 | jeudi: 09:00 – 21:30 | vendredi: 09:00 – 21:30 | samedi: 09:00 – 19:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Praticien indépendant en drainage lymphatique et massage avec forte réputation (5/5 avis) ; Qalm AI optimiserait la gestion des réservations et relances clients pour maximiser le taux de remplissage des créneaux, élément critique pour un solo avec offre de services à forte valeur ajoutée. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | Décideur identifié (Alexandre) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
SOONSA BODYCARE;4 All. Jean Paul Sartre, 77186 Noisiel, France;Lagny-sur-Marne 77400;06 09 58 94 30;mobile;https://soonsabodycare.com/;Jocelyne et Tracy;haute (certifiée avis);petite PME (probable);lundi: 09:30 – 18:00 | mardi: 09:30 – 18:00 | mercredi: 09:30 – 13:00 | jeudi: 09:30 – 18:00 | vendredi: 09:30 – 18:00 | samedi: 09:30 – 17:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte demande de réservations et gestion de soins variés (laser, massage, minceur) ; Qalm AI optimiserait la prise de rendez-vous 24/7 et la qualification des demandes pour maximiser le taux de conversion sans surcharger les deux gérantes. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | Décideur identifié (Jocelyne et Tracy) | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Ban Rak Bien-Être Thai Massage Rousseau Wassana;49 Bd Antoine Giroust, 77600 Bussy-Saint-Georges, France;Lagny-sur-Marne 77400;06 65 21 34 58;mobile;http://banrakbienetre.com/;Wassana;haute (certifiée avis);TPE (probable);lundi: 11:00 – 19:00 | mardi: 11:00 – 19:00 | mercredi: Fermé | jeudi: 11:00 – 19:00 | vendredi: 11:00 – 19:00 | samedi: 11:00 – 19:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Petit spa indépendant avec forte réputation (5/5 avis) et modèle économique basé sur les réservations et abonnements ; Qalm AI optimiserait la capture d'appels de demandes de RDV 24/7 et la qualification des clients pour maximiser le taux de conversion. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | Décideur identifié (Wassana) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Clinique du Cheveu Marne la Vallée;Pôle Médical Carré Haussmann, 1 Cr de la Gondoire, 77600 Jossigny, France;Lagny-sur-Marne 77400;01 70 61 87 13;fixe;https://marnelavallee.cliniqueducheveu.fr/;;;TPE (probable);lundi: Fermé | mardi: 10:00 – 19:00 | mercredi: 10:00 – 19:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 19:00 | samedi: 09:00 – 13:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Clinique médicale indépendante avec forte demande de réservations et suivi de patients sur des traitements longs (6 mois) ; Qalm AI optimiserait la gestion des appels entrants, la prise de rendez-vous et le suivi des patients entre consultations, réduisant la charge administrative. | Prise de RDV / Réservations (standard surchargé en rush/service) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Bio Form Spa;8 Rue de la Gare, 77360 Vaires-sur-Marne, France;Lagny-sur-Marne 77400;01 64 26 04 10;fixe;http://www.bio-form-spa.com/;;;TPE (probable);lundi: Fermé | mardi: 09:30 – 19:00 | mercredi: Fermé | jeudi: 09:30 – 19:00 | vendredi: 09:30 – 19:00 | samedi: 09:30 – 18:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte volatilité de service et gestion chaotique des appels/réservations ; Qalm AI stabiliserait la prise de rendez-vous 24/7 et réduirait les no-shows, critiques pour un établissement souffrant de problèmes organisationnels récurrents. | Prise de RDV / Réservations (standard surchargé en rush/service) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Les Luteciennes - Institut de Beauté Bio;27 Rue des Tanneurs, 77400 Lagny-sur-Marne, France;Lagny-sur-Marne 77400;06 79 78 00 65;mobile;https://www.planity.com/les-luteciennes-les-luteciens-77400-lagny-sur-marne;;;petite PME (probable);lundi: Fermé | mardi: 10:00 – 19:30 | mercredi: 10:00 – 19:30 | jeudi: 10:00 – 19:30 | vendredi: 10:00 – 19:30 | samedi: 10:00 – 19:30 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte réputation personnelle (5/5 avis) et activité de réservations (soins, épilation, laser) ; Qalm AI optimiserait la gestion des appels entrants et des prises de rendez-vous 24/7 pour capitaliser sur la demande sans surcharger Christelle. | Prise de RDV / Réservations (standard surchargé en rush/service) | Volume d'avis solide (108) | Ligne mobile → décideur joignable en direct | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Equiliderm - Tracy Soares - Facialiste - Experte de l'épiderme;2 bis Rue Mauregard, 77144 Montévrain, France;Lagny-sur-Marne 77400;07 62 00 43 81;mobile;https://calendly.com/soares-tracy/30min;Tracy Soares;haute (certifiée avis);TPE (probable);lundi: Fermé | mardi: 09:00 – 17:00 | mercredi: 09:00 – 17:00 | jeudi: 09:00 – 17:00 | vendredi: 09:00 – 17:00 | samedi: 09:00 – 17:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;🤖 IA: Facialiste indépendante avec forte réputation (5/5 avis) et besoin de gestion des réservations et appels clients 24/7 pour optimiser son agenda et qualifier les demandes de soins spécialisés. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | Décideur identifié (Tracy Soares) | Créneaux critiques (Fermé dimanche);Beauté;institut de beauté, spa, massage
Instant Précieux - Esthéticienne experte en soin du visage;Chez Body Sano, 8 Rue Gambetta, 77400 Lagny-sur-Marne, France;Lagny-sur-Marne 77400;07 82 79 03 37;mobile;https://instantprecieuxlagny.fr/;Camille;haute (certifiée avis);TPE (probable);lundi: Fermé | mardi: Fermé | mercredi: 09:30 – 19:00 | jeudi: 09:30 – 19:00 | vendredi: 09:30 – 19:00 | samedi: 09:30 – 18:30 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Esthéticienne indépendante avec forte demande de réservations et soins sur rendez-vous ; Qalm AI optimiserait la gestion 24/7 des appels de prise de rendez-vous et qualification des demandes de soins spécialisés (microneedling, massages) pour éviter les appels manqués. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | Décideur identifié (Camille) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
AMAZONIA - Cabinet d'Esthétique Médicale;8 Rue de Reims, 77400 Thorigny-sur-Marne, France;Lagny-sur-Marne 77400;06 40 89 73 32;mobile;https://amazonia-esthetique-medicale.fr/;Radha et Tristan;haute (certifiée avis);TPE (probable);lundi: 09:00 – 20:00 | mardi: 09:00 – 20:00 | mercredi: 09:00 – 18:00 | jeudi: 09:00 – 20:00 | vendredi: 09:00 – 18:00 | samedi: 09:00 – 17:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Cabinet d'esthétique médicale indépendant avec forte réputation (5/5 avis) et clientèle fidèle ; nécessite gestion optimisée des appels de réservation et demandes de soins spécialisés pour maximiser le taux de conversion et réduire les appels manqués. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | Décideur identifié (Radha et Tristan) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Institut de Beauté - Comptoirs de la Bio;ZAC des Vallières, 17 All. des Rousselets, 77400 Thorigny-sur-Marne, France;Lagny-sur-Marne 77400;01 88 21 02 90;fixe;https://institut-comptoirsbio.fr/;;;TPE (probable);lundi: Fermé | mardi: 10:30 – 19:00 | mercredi: 10:30 – 19:00 | jeudi: 14:00 – 19:00 | vendredi: 10:30 – 19:00 | samedi: 10:30 – 19:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte demande de réservations et gestion d'appels clients (5 avis très positifs montrant une clientèle fidèle) ; Qalm AI optimiserait la prise de rendez-vous 24/7 et la qualification des demandes de soins spécialisés pour maximiser le taux de conversion. | Prise de RDV / Réservations (standard surchargé en rush/service) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Authentika Le Spa;4 Rue Gambetta, 77400 Lagny-sur-Marne, France;Lagny-sur-Marne 77400;01 86 04 33 60;fixe;https://authentikalespa.com/;;;TPE (probable);lundi: Fermé | mardi: 10:00 – 19:00 | mercredi: 10:00 – 18:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 19:00 | samedi: 10:00 – 19:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Spa/institut de beauté indépendant avec forte demande de réservations et gestion de massages en duo ; Qalm AI optimiserait la prise de rendez-vous 24/7 et la qualification des demandes pour maximiser le taux de conversion client. | Prise de RDV / Réservations (standard surchargé en rush/service) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Emmanuelle Bollmeier | Drainage lymphatique Renata França | Massage | Kobido | Marne-la-Vallée | Val d'Europe;7 Rue Edouard Buffard, 77144 Montévrain, France;Lagny-sur-Marne 77400;06 59 99 76 74;mobile;http://emmanuelle-bollmeier.com/;Emmanuelle Bollmeier;haute (certifiée avis);TPE (probable);lundi: 08:30 – 20:30 | mardi: 08:30 – 20:30 | mercredi: 08:30 – 20:30 | jeudi: 08:30 – 20:30 | vendredi: 08:30 – 20:30 | samedi: 08:30 – 18:30 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Praticienne indépendante en soins bien-être (massage, drainage lymphatique, kobido) avec forte demande de réservations ; Qalm AI optimiserait la gestion 24/7 des appels entrants et la qualification des demandes de rendez-vous pour maximiser le taux de conversion. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | Décideur identifié (Emmanuelle Bollmeier) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Camille Lemarchand - Facialiste - Kobido - Méthode renata frança;15 Rue Eugène Prévôt, 77400 Lagny-sur-Marne, France;Lagny-sur-Marne 77400;06 08 65 58 25;mobile;http://camillelemarchandfacialiste.booksy.com/;Camille Lemarchand;haute (certifiée avis);TPE (probable);lundi: 10:00 – 19:00 | mardi: 10:00 – 13:00 | mercredi: 10:00 – 19:00 | jeudi: Fermé | vendredi: 10:00 – 19:00 | samedi: 10:00 – 19:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Facialiste indépendante avec forte demande de réservations (5 avis très positifs, clients fidèles) ; Qalm AI optimiserait la gestion 24/7 des appels de prise de rendez-vous et qualification des demandes de soins spécialisés (Kobido, drainage lymphatique) pour maximiser le taux de conversion. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | Décideur identifié (Camille Lemarchand) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
institut de beauté L'Ile Aux Secrets;41 Rue d'Esbly, 77700 Coupvray, France;Lagny-sur-Marne 77400;01 64 63 50 57;fixe;;Dominique;haute (certifiée avis);TPE (probable);lundi: Fermé | mardi: 09:00 – 21:00 | mercredi: 09:00 – 19:00 | jeudi: 09:00 – 19:00 | vendredi: 09:00 – 19:00 | samedi: 09:00 – 19:00 | dimanche: Fermé;Fermé dimanche;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte réputation (5/5 avis) et clientèle fidèle ; Dominique gère seule les appels, réservations et demandes de soins, créant un goulot d'étranglement lors des pics d'appels et justifiant l'automatisation Qalm AI pour capturer 100% des demandes 24/7. | Prise de RDV / Réservations (standard surchargé en rush/service) | Décideur identifié (Dominique) | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Sun Auto;27F Rue Marthe Aureau, 77400 Lagny-sur-Marne, France;Lagny-sur-Marne 77400;;;https://rubypayeur.com/societe/sun-auto-753868686;Franck Taieb;officielle;TPE;Horaires non communiqués;Horaires non communiqués;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Garage indépendant avec fort volume de demandes (réservations, devis, qualification clients) ; gestion téléphonique critique pour filtrer les appels sérieux et éviter les pertes de ventes, notamment face aux clients hésitants nécessitant suivi professionnel. | Décideur identifié (Franck Taieb) | Créneaux critiques (Horaires non communiqués)";Auto atelier;garage auto, carrosserie, contrôle technique, concessionnaire
voiture sans permis;6 Rue du Port, 77450 Esbly, France;Lagny-sur-Marne 77400;09 51 80 08 96;fixe;http://www.allovoituresanspermis.fr/lagny-sur-marne-77400-v.html;Philippe Leaute;officielle;TPE;Horaires non communiqués;Horaires non communiqués;non;;76;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Concessionnaire VSP indépendant avec fort volume de demandes (5 avis) et besoin critique de qualification des appels clients ; Qalm AI pourrait filtrer les demandes sérieuses et réduire les malentendus commerciaux qui génèrent actuellement des plaintes massives sur la transparence et le SAV. | Décideur identifié (Philippe Leaute) | Créneaux critiques (Horaires non communiqués)";Auto atelier;garage auto, carrosserie, contrôle technique, concessionnaire
Fight Arena;13 Av. Joseph Paxton, 77164 Ferrières-en-Brie, France;Lagny-sur-Marne 77400;06 26 62 46 39;mobile;https://judolagny77.fr/contact/;;;petite PME (probable);lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24 | dimanche: Ouvert 24h/24;Ouvert 24h/24;non;;75;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Salle de sport indépendante (JJB/MMA) avec forte activité de réservations de cours et consultations (ostéo/kiné) ; Qalm AI optimiserait la gestion 24/7 des appels d'inscription, des demandes de planning et des prises de rendez-vous médicaux pour cette structure multi-services en croissance. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Ouvert 24h/24)";Loisirs/résa;restaurant, brasserie, salle de sport, golf, bowling, traiteur
